ID,MakeText,ModelText,BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText
442.0,PORSCHE,911,rot,Coupé,3600,Zuzwil,307 g/km,Occasion,null,12.8 l/100km,2,Allrad,7,2008,Benzin,480,schwarz,9650,"\"Ab MFK\"",4,Automatik-Getriebe
740.0,MERCEDES-BENZ,"",schwarz mét.,Cabriolet,5439,Zuzwil,null,Occasion,null,null,2,null,6,2008,null,582,schwarz,500,"\"Ab MFK\"",4,null
343.0,MERCEDES-BENZ,SL 500,grau mét.,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,6,1997,Benzin,320,blau,106000,"\"Ab MFK\"",2,Automat
367.0,MERCEDES-BENZ,S 250,grau mét.,Limousine,2143,Zuzwil,146 g/km,Occasion,C,5.5 l/100km,4,Hinterradantrieb,9,2011,Diesel,204,schwarz,43000,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automat sequentiell
430.0,MERCEDES-BENZ,SL 63 AMG,grün mét.,Cabriolet,6209,Zuzwil,328 g/km,Occasion,G,14.1 l/100km,2,Hinterradantrieb,1,2009,Benzin,525,schwarz,84000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
591.0,MERCEDES-BENZ,C 63 AMG,schwarz,Kombi,6208,Zuzwil,316 g/km,Occasion,G,13.6 l/100km,5,Hinterradantrieb,1,2009,Benzin,457,schwarz,57400,"\"Ab MFK\"",5,Automat sequentiell
859.0,FERRARI,F360,silber,Cabriolet,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,2,2003,Benzin,400,beige,55800,"\"Ab MFK\"",2,Automatik-Getriebe
1043.0,VW,PHAETON,silber mét.,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,11,2002,Benzin,420,grau,31300,"\"Ab MFK\"",4,Automat sequentiell
1121.0,PORSCHE,911,weiss,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,10,2001,Benzin,420,beige,30100,"\"Ab MFK\"",4,Automatik-Getriebe
133.0,MERCEDES-BENZ,E 240,blau mét.,Limousine,2597,Zuzwil,252 g/km,Occasion,null,10.5 l/100km,4,Hinterradantrieb,3,2003,Benzin,177,schwarz,106000,"\"Ab MFK\"",5,Automatik-Getriebe
144.0,RENAULT,Alpine A110,blau mét.,Coupé,1397,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1977,Benzin,93,schwarz,39267,"\"Ab MFK\"",2,Schaltgetriebe
38.0,PORSCHE,CAYENNE,anthrazit mét.,SUV / Geländewagen,4806,Zuzwil,358 g/km,Occasion,G,14.9 l/100km,5,Allrad,3,2007,Benzin,540,schwarz,36700,"\"Ab MFK\"",5,Automat sequentiell
447.0,MERCEDES-BENZ,SL 600,rot,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,5,2004,Benzin,600,schwarz,20900,"\"Ab MFK\"",2,Automat
521.0,MERCEDES-BENZ,500,schwarz,Limousine,4971,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1991,Benzin,320,grau,156300,"\"Ab MFK\"",5,Automat
588.0,MERCEDES-BENZ,E 55 AMG,schwarz,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,2,1998,Benzin,354,schwarz,63400,"\"Ab MFK\"",5,Automat
985.0,BMW,M6,silber mét.,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,7,2005,Benzin,507,schwarz,55000,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
1078.0,ASTON MARTIN,V8 Vantage,weiss,Cabriolet,4735,Zuzwil,312 g/km,Vorführmodell,G,13.2 l/100km,2,Hinterradantrieb,7,2010,Benzin,426,schwarz,9000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
304.0,LAMBORGHINI,GALLARDO,grau mét.,Coupé,5204,Zuzwil,325 g/km,Occasion,G,13.7 l/100km,2,Allrad,1,2009,Benzin,560,schwarz,24000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
428.0,CHEVROLET,CORVETTE,grün mét.,Coupé,6162,Zuzwil,355 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,6,2009,Benzin,647,schwarz,6300,"\"Ab MFK\"",2,Schaltgetriebe manuell
789.0,KAISER,"",schwarz mét.,SUV / Geländewagen,2199,Zuzwil,null,Occasion,null,null,0,Allrad,9,1966,Benzin,0,schwarz,18000,"\"Ab MFK\"",2,Schaltgetriebe
889.0,MERCEDES-BENZ,S 600,silber mét.,Limousine,5513,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,1,2003,Benzin,500,beige,48100,"\"Ab MFK\"",5,Automat
969.0,BMW-ALPINA,7 SERIES,silber mét.,Limousine,3000,Zuzwil,null,Oldtimer,null,null,4,null,3,1980,Benzin,300,schwarz,129400,"\"Ab MFK\"",5,Schaltgetriebe
246.0,AUDI,RS6,grau,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2003,Benzin,450,schwarz,39000,"\"Ab MFK\"",5,Automat sequentiell
411.0,BMW,323,grün mét.,Coupé,0,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,2,1982,Benzin,140,mehrfarbig,211000,null,5,Schaltgetriebe
522.0,JEEP,Grand Cherokee,schwarz,SUV / Geländewagen,5213,Zuzwil,null,Occasion,null,null,5,Allrad,2,1995,Benzin,212,beige,133500,"\"Ab MFK\"",5,Automat
646.0,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1990,Benzin,320,bordeaux,23800,"\"Ab MFK\"",0,Automat
741.0,MERCEDES-BENZ,S 63 AMG,schwarz mét.,Limousine,5461,Zuzwil,244 g/km,Occasion,G,10.5 l/100km,4,Hinterradantrieb,6,2010,Benzin,544,schwarz,13200,"\"Ab MFK\"",5,Automat sequentiell
1069.0,MERCEDES-BENZ,SL 500,silber mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1995,Benzin,320,null,96600,"\"Ab MFK\"",0,Automat
305.0,PORSCHE,BOXSTER,grau mét.,Cabriolet,3387,Zuzwil,254 g/km,Occasion,G,10.6 l/100km,2,Hinterradantrieb,2,2007,Benzin,295,schwarz,68900,"\"Ab MFK\"",2,Schaltgetriebe manuell
560.0,MERCEDES-BENZ,SL 600,schwarz,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1995,Benzin,394,beige,75200,"\"Ab MFK\"",0,Automat
855.0,MERCEDES-BENZ,SL 500,silber,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1994,Benzin,320,braun,111500,"\"Ab MFK\"",5,Automat
951.0,PORSCHE,PANAMERA,silber mét.,Limousine,4806,Zuzwil,254 g/km,Occasion,G,10.8 l/100km,5,Allrad,11,2010,Benzin,400,schwarz,57600,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
1008.0,BMW,745,silber mét.,Limousine,4398,Zuzwil,276 g/km,Occasion,G,11.4 l/100km,4,Hinterradantrieb,12,2004,Benzin,333,schwarz,27600,"\"Ab MFK\"",5,Automat sequentiell
424.0,ALFA ROMEO,ALFASUD,grün mét.,Limousine,1490,Zuzwil,null,Occasion,null,null,3,Vorderradantrieb,8,1981,Benzin,95,mehrfarbig,81900,"\"Ab MFK\"",5,Schaltgetriebe manuell
47.0,BMW,330,blau,Coupé,2979,Zuzwil,218 g/km,Occasion,null,9.1 l/100km,2,Hinterradantrieb,3,2002,Benzin,231,anthrazit,81900,"\"Ab MFK\"",5,Automatik-Getriebe
6.0,FORD (USA),MUSTANG,anthrazit mét.,Coupé,5409,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,2012,Benzin,557,schwarz,92000,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Schaltgetriebe
81.0,NSU,"",blau,Limousine,0,Zuzwil,null,Occasion,null,null,0,null,7,1971,null,70,schwarz,75000,"\"Ab MFK\"",4,Schaltgetriebe
821.0,LANCIA,DELTA,schwarz mét.,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,12,1993,Benzin,212,grau,131000,"\"Ab MFK\"",5,Schaltgetriebe manuell
834.0,ROLLS-ROYCE,CORNICHE,schwarz mét.,Cabriolet,0,Basel,null,Oldtimer,null,null,0,Hinterradantrieb,1,1982,Benzin,0,anthrazit,70000,null,4,Automatik-Getriebe
1021.0,RENAULT,Alpine A110,silber mét.,Coupé,1296,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1969,Benzin,0,schwarz,9999,"\"Ab MFK\"",0,Schaltgetriebe
1088.0,MERCEDES-BENZ,CLK 55 AMG,weiss,Coupé,5439,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,11,2001,Benzin,347,null,47500,"\"Ab MFK\"",4,Automat
127.0,AUDI,RS6,blau mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,5,2003,Benzin,450,schwarz,64500,"\"Ab MFK\"",5,Automat sequentiell
227.0,MAZDA,626,gelb,Limousine,1991,Zuzwil,195 g/km,Occasion,null,8.1 l/100km,5,Vorderradantrieb,8,2001,Benzin,136,null,158000,"\"Ab MFK\"",5,Automatik-Getriebe
858.0,CHEVROLET,CORVETTE,silber,Coupé,6162,Zuzwil,355 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,7,2009,Benzin,647,schwarz,4000,"\"Ab MFK\"",2,Schaltgetriebe manuell
1009.0,PORSCHE,911,silber mét.,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1992,Benzin,260,schwarz,123000,"\"Ab MFK\"",2,Schaltgetriebe manuell
209.0,AUDI,A6,bordeaux mét.,Kombi,2671,Zuzwil,283 g/km,Occasion,null,11.8 l/100km,5,Allrad,9,1999,Benzin,230,beige,171700,"\"Ab MFK\"",5,Automatik-Getriebe
213.0,BMW,328,braun mét.,Limousine,2793,Zuzwil,241 g/km,Occasion,null,10.1 l/100km,4,Hinterradantrieb,4,1998,Benzin,193,beige,33700,"\"Ab MFK\"",5,Automat
255.0,MASERATI,SPYDER GT,grau,Cabriolet,4244,Zuzwil,430 g/km,Occasion,G,18.6 l/100km,2,Hinterradantrieb,6,2002,Benzin,390,beige,88500,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
257.0,RENAULT,R5,grau,Kleinwagen,1397,Zuzwil,null,Oldtimer,null,null,3,Vorderradantrieb,7,1982,Benzin,108,beige,124500,"\"Ab MFK\"",4,Schaltgetriebe manuell
814.0,LAMBORGHINI,HURACAN,schwarz mét.,Coupé,5204,Zuzwil,280 g/km,Occasion,G,12.0 l/100km,2,Allrad,1,2016,Benzin,610,schwarz,2100,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
819.0,BMW,328,schwarz mét.,Cabriolet,2792,Zuzwil,null,Occasion,null,10.4 l/100km,2,Hinterradantrieb,8,1995,Benzin,193,beige,49900,"\"Ab MFK\"",4,Automat
269.0,PORSCHE,911,grau mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,6,2002,Benzin,420,blau,52900,"\"Ab MFK\", \"Tuning\"",4,Schaltgetriebe manuell
473.0,VOLVO,V70,rot,Kombi,2435,Zuzwil,222 g/km,Occasion,null,9.3 l/100km,5,Vorderradantrieb,4,2002,Benzin,200,anthrazit,83000,"\"Ab MFK\"",5,Automatik-Getriebe
549.0,BENTLEY,CONTINENTAL,schwarz,Coupé,6749,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1994,Benzin,360,beige,60000,"\"Ab MFK\"",4,Automat
705.0,MERCEDES-BENZ,ML 500,schwarz mét.,SUV / Geländewagen,4966,Zuzwil,319 g/km,Neu,G,13.4 l/100km,5,Allrad,3,2007,Benzin,306,beige,1,"\"Ab MFK\"",5,Automat sequentiell
1118.0,ROLLS-ROYCE,PHANTOM,weiss,Limousine,6749,Zuzwil,385 g/km,Occasion,G,15.9 l/100km,4,Hinterradantrieb,11,2004,Benzin,460,beige,54000,"\"Ab MFK\"",5,Automat
126.0,BMW,728,blau mét.,Limousine,2793,Zuzwil,241 g/km,Occasion,null,10.3 l/100km,4,Hinterradantrieb,5,1998,Benzin,193,schwarz,26200,"\"Ab MFK\"",5,Automatik-Getriebe
317.0,MERCEDES-BENZ,SL 55 AMG,grau mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,6,2002,Benzin,476,rot,6000,"\"Ab MFK\"",2,Automat
386.0,FERRARI,348,grün,Coupé,3402,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1994,Benzin,286,beige,34000,"\"Ab MFK\"",2,Schaltgetriebe manuell
487.0,RENAULT,CLIO,rot,Limousine,0,Zuzwil,null,Occasion,null,null,0,Vorderradantrieb,2,2000,null,0,null,99,null,0,Schaltgetriebe
494.0,AUDI,A8,rot,Limousine,4172,Zuzwil,322 g/km,Occasion,null,13.5 l/100km,4,Allrad,1,1999,Benzin,300,schwarz,69900,"\"Ab MFK\"",5,Automat
651.0,MERCEDES-BENZ,SL 600,schwarz mét.,Cabriolet,5513,Zuzwil,326 g/km,Occasion,G,13.9 l/100km,2,Hinterradantrieb,1,2008,Benzin,517,beige,29100,"\"Ab MFK\"",2,Automat sequentiell
1098.0,MERCEDES-BENZ,S 63 AMG,weiss,Limousine,6209,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,4,Hinterradantrieb,4,2008,Benzin,525,schwarz,46000,"\"Ab MFK\"",5,Automat sequentiell
427.0,AUDI,S8,grün mét.,Limousine,4172,Zuzwil,343 g/km,Occasion,null,14.3 l/100km,4,Allrad,7,1998,Benzin,340,beige,55000,"\"Ab MFK\"",5,Automatik-Getriebe
636.0,AUDI,A4,schwarz mét.,Kombi,2976,Zuzwil,271 g/km,Occasion,null,11.3 l/100km,5,Allrad,7,2004,Benzin,220,schwarz,66100,null,5,Automatik-Getriebe
739.0,BENTLEY,CONTINENTAL,schwarz mét.,Cabriolet,5998,Zuzwil,396 g/km,Occasion,G,16.6 l/100km,2,Allrad,6,2009,Benzin,560,schwarz,76200,"\"Ab MFK\"",4,Automat
771.0,BMW,320,schwarz mét.,Kombi,1995,Zuzwil,184 g/km,Occasion,F,6.9 l/100km,5,Hinterradantrieb,8,2007,Diesel,163,anthrazit,162000,"\"Ab MFK\"",5,Automat
89.0,JAGUAR,S-TYPE,blau mét.,Limousine,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,5,1999,Benzin,276,beige,69200,"\"Ab MFK\"",5,Automat
905.0,McLAREN,12C,silber mét.,Coupé,3798,Zuzwil,279 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,4,2012,Benzin,626,schwarz,19900,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
998.0,FERRARI,612,silber mét.,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,10,2004,Benzin,540,beige,42200,"\"Ab MFK\"",4,Automatik-Getriebe
101.0,PORSCHE,911,blau mét.,Cabriolet,3387,Zuzwil,304 g/km,Occasion,null,12.0 l/100km,2,Allrad,5,1999,Benzin,300,schwarz,80400,"\"Ab MFK\"",4,Automat
1013.0,MERCEDES-BENZ,"",silber mét.,Cabriolet,2995,Sursee,null,Occasion,null,null,2,null,3,1960,Benzin,215,braun,1000,null,2,null
1139.0,MINI,MINI,weiss,Limousine,998,Safenwil,null,Oldtimer,null,null,2,Vorderradantrieb,7,1976,Benzin,40,braun,44300,"\"Ab MFK\"",4,Schaltgetriebe manuell
536.0,BMW,320,schwarz,Kombi,1990,Zuzwil,215 g/km,Occasion,null,9.0 l/100km,5,Hinterradantrieb,1,1996,Benzin,150,schwarz,79800,"\"Ab MFK\"",5,Schaltgetriebe manuell
590.0,MASERATI,QUATTROPORTE,schwarz,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,10,2006,Benzin,400,schwarz,24300,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
710.0,PORSCHE,911,schwarz mét.,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1994,Benzin,490,schwarz,41700,"\"Ab MFK\"",4,Schaltgetriebe manuell
803.0,PORSCHE,911,schwarz mét.,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1993,Benzin,445,schwarz,128200,"\"Ab MFK\"",2,Schaltgetriebe
826.0,MERCEDES-BENZ,CL 65 AMG,schwarz mét.,Coupé,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,5,2008,Benzin,612,beige,43000,"\"Ab MFK\"",4,Automat sequentiell
960.0,MERCEDES-BENZ,S 600,silber mét.,Limousine,5513,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,6,2003,Benzin,500,schwarz,128800,"\"Ab MFK\"",5,Automat
1138.0,JAGUAR,XK,weiss,Coupé,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,11,1999,Benzin,363,beige,103000,"\"Ab MFK\"",4,Automat
201.0,MERCEDES-BENZ,SL 300,bordeaux mét.,Cabriolet,2959,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1993,Benzin,231,schwarz,63600,"\"Ab MFK\"",2,Automat
267.0,AUSTIN-HEALEY,"",grau,Cabriolet,2912,Safenwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1959,Benzin,130,schwarz,16900,"\"Ab MFK\"",2,Schaltgetriebe manuell
293.0,MERCEDES-BENZ,S 55 AMG,grau mét.,Limousine,5439,Zuzwil,310 g/km,Occasion,G,13.0 l/100km,4,Hinterradantrieb,7,2001,Benzin,360,schwarz,205500,"\"Ab MFK\"",5,Automat
347.0,MERCEDES-BENZ,ML 63 AMG,grau mét.,SUV / Geländewagen,6209,Zuzwil,392 g/km,Occasion,G,16.5 l/100km,5,Allrad,6,2012,Benzin,510,schwarz,2000,"\"Ab MFK\"",5,Automat sequentiell
397.0,BMW,323,grün mét.,Cabriolet,2494,Zuzwil,232 g/km,Occasion,null,9.7 l/100km,2,Hinterradantrieb,7,2000,Benzin,170,schwarz,140000,"\"Ab MFK\"",4,Automatik-Getriebe
458.0,ASTON MARTIN,DB9,rot,Cabriolet,5935,Zuzwil,394 g/km,Occasion,G,16.5 l/100km,2,Hinterradantrieb,5,2006,Benzin,457,schwarz,41000,"\"Ab MFK\"",4,Automat sequentiell
554.0,PORSCHE,911,schwarz,Coupé,3596,Zuzwil,274 g/km,Occasion,G,11.3 l/100km,2,Hinterradantrieb,3,2004,Benzin,345,schwarz,61400,"\"Ab MFK\"",4,Schaltgetriebe manuell
632.0,BENTLEY,CONTINENTAL,schwarz mét.,Cabriolet,5998,Zuzwil,388 g/km,Occasion,G,16.7 l/100km,2,Allrad,1,2011,Bioethanol,630,schwarz,20000,null,2,Automat sequentiell
680.0,MERCEDES-BENZ,CL 63 AMG,schwarz mét.,Coupé,6209,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,2,Hinterradantrieb,8,2008,Benzin,525,schwarz,35800,"\"Ab MFK\"",4,Automat sequentiell
748.0,MERCEDES-BENZ,SL 65 AMG,schwarz mét.,Cabriolet,5981,Zuzwil,null,Occasion,G,15.1 l/100km,2,Hinterradantrieb,9,2004,Benzin,612,grau,33613,"\"Ab MFK\"",2,Automat
816.0,BMW,740,schwarz mét.,Limousine,4398,Zuzwil,317 g/km,Occasion,null,13.3 l/100km,4,Hinterradantrieb,5,1999,Benzin,286,schwarz,18300,"\"Ab MFK\"",5,Automat
1011.0,AUDI,RS6,silber mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,12,2002,Benzin,450,schwarz,47400,"\"Ab MFK\"",5,Automat sequentiell
1042.0,TOYOTA,CELICA,silber mét.,Coupé,1588,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,10,1981,Benzin,107,beige,79300,"\"Ab MFK\"",5,Schaltgetriebe
173.0,MASERATI,QUATTROPORTE,blau mét.,Limousine,4244,Zuzwil,443 g/km,Occasion,G,18.9 l/100km,4,Hinterradantrieb,6,2004,Benzin,400,null,62700,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
212.0,BMW,Z4,braun mét.,Cabriolet,2497,Zuzwil,197 g/km,Occasion,G,8.2 l/100km,2,Hinterradantrieb,9,2008,Benzin,177,schwarz,22800,"\"Ab MFK\"",2,Schaltgetriebe manuell
1039.0,BMW,M6,silber mét.,Cabriolet,4999,Zuzwil,366 g/km,Occasion,G,15.2 l/100km,2,Hinterradantrieb,2,2007,Benzin,507,weiss,32000,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
130.0,MG,"",blau mét.,Coupé,1489,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1957,Benzin,68,schwarz,37000,"\"Ab MFK\"",2,Schaltgetriebe
251.0,MASERATI,QUATTROPORTE,grau,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,6,2006,Benzin,400,beige,46050,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
366.0,MASERATI,QUATTROPORTE,grau mét.,Limousine,4691,Zuzwil,365 g/km,Occasion,G,15.7 l/100km,4,Hinterradantrieb,11,2010,Benzin,431,schwarz,29000,"\"Ab MFK\"",5,Automat sequentiell
369.0,FERRARI,456,grau mét.,Coupé,5474,Zuzwil,520 g/km,Occasion,G,22.3 l/100km,2,Hinterradantrieb,5,2000,Benzin,442,schwarz,68000,"\"Ab MFK\"",4,Automat
474.0,VW,PHAETON,rot,Limousine,2967,Zuzwil,240 g/km,Occasion,G,9.1 l/100km,4,Allrad,7,2008,Diesel,240,schwarz,84600,"\"Ab MFK\"",5,Automat
999.0,PORSCHE,CAYENNE,silber mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,12,2005,Benzin,450,grau,13700,"\"Ab MFK\", \"Tuning\"",5,Automat sequentiell
155.0,MERCEDES-BENZ,E 55 AMG,blau mét.,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,2,1998,Benzin,354,schwarz,86900,"\"Ab MFK\"",5,Automat
373.0,SIMCA,"",grün,Coupé,1294,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,11,1976,Benzin,86,null,18200,"\"Ab MFK\"",0,Schaltgetriebe
887.0,BMW,M5,silber mét.,Limousine,4941,Zuzwil,336 g/km,Occasion,G,13.9 l/100km,4,Hinterradantrieb,1,1999,Benzin,400,null,68500,null,5,Schaltgetriebe manuell
890.0,FIAT,SPIDER,silber mét.,Cabriolet,1755,Zuzwil,null,Occasion,null,null,2,null,7,1974,null,128,schwarz,120000,null,2,Schaltgetriebe
110.0,AUDI,RS6,blau mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,10,2002,Benzin,450,schwarz,81000,"\"Ab MFK\", \"Tuning\"",5,Automat
504.0,JAGUAR,XK,rot mét.,Cabriolet,3996,Zuzwil,305 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,4,2002,Benzin,363,mehrfarbig,77600,"\"Ab MFK\"",4,Automat
505.0,AUDI,A4,rot mét.,Kombi,2771,Zuzwil,null,Occasion,null,10.4 l/100km,5,Allrad,4,1998,Benzin,193,schwarz,196300,"\"Ab MFK\"",5,Automatik-Getriebe
600.0,OPEL,FRONTERA,schwarz,SUV / Geländewagen,3165,Zuzwil,316 g/km,Occasion,null,13.2 l/100km,5,Allrad,5,2001,Benzin,205,schwarz,153900,null,5,Automatik-Getriebe
604.0,MERCEDES-BENZ,300,schwarz mét.,Limousine,3459,Zuzwil,null,Occasion,null,13.0 l/100km,4,Hinterradantrieb,5,1971,Benzin,200,mehrfarbig,145100,"\"Ab MFK\"",5,Automatik-Getriebe
1030.0,MERCEDES-BENZ,E 55 AMG,silber mét.,Limousine,5439,Zuzwil,310 g/km,Occasion,G,12.9 l/100km,4,Hinterradantrieb,10,2002,Benzin,476,schwarz,52400,"\"Ab MFK\"",5,Automat sequentiell
1101.0,BENTLEY,ARNAGE,weiss,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,7,2000,Benzin,354,grau,34900,"\"Ab MFK\"",4,Automat
1146.0,MERCEDES-BENZ,S 600,weiss mét.,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1993,Benzin,394,null,26800,"\"Ab MFK\"",4,Automat
123.0,BMW-ALPINA,5 SERIES,blau mét.,Limousine,3428,Zuzwil,null,Occasion,null,null,4,null,5,1986,Benzin,300,schwarz,199300,"\"Ab MFK\"",0,null
252.0,MERCEDES-BENZ,E 320,grau,Limousine,3199,Zuzwil,266 g/km,Occasion,G,11.1 l/100km,4,Allrad,3,2000,Benzin,224,grau,83900,"\"Ab MFK\"",5,Automat
331.0,PORSCHE,911,grau mét.,Cabriolet,3596,Zuzwil,269 g/km,Occasion,G,11.1 l/100km,2,Hinterradantrieb,1,2002,Benzin,320,schwarz,128000,"\"Ab MFK\"",4,Schaltgetriebe manuell
436.0,MASERATI,QUATTROPORTE,orange,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,3,2006,Benzin,400,beige,33600,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
496.0,DODGE,"",rot,Kompaktvan / Minivan,5893,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,7,1979,Benzin,0,mehrfarbig,13800,"\"Ab MFK\"",7,Automat
594.0,MERCEDES-BENZ,E 63 AMG,schwarz,Limousine,6209,Zuzwil,295 g/km,Occasion,G,12.6 l/100km,4,Hinterradantrieb,6,2009,Benzin,525,schwarz,34500,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automatisiertes Schaltgetriebe
844.0,AUDI,S8,silber,Limousine,4172,Zuzwil,343 g/km,Occasion,null,14.3 l/100km,4,Allrad,1,1998,Benzin,340,schwarz,57000,"\"Ab MFK\"",5,Automatik-Getriebe
870.0,TOYOTA,COROLLA,silber mét.,Kombi,1995,Zuzwil,152 g/km,Occasion,D,5.7 l/100km,5,Vorderradantrieb,6,2004,Diesel,116,grau,144000,"\"Ab MFK\"",5,Schaltgetriebe manuell
872.0,BMW,M6,silber mét.,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,7,2005,Benzin,507,schwarz,8500,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
919.0,BMW,M5,silber mét.,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,4,2005,Benzin,503,schwarz,27800,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
992.0,RENAULT,R5,silber mét.,Coupé,1397,Zuzwil,null,Occasion,null,null,3,Vorderradantrieb,8,1984,Benzin,107,grau,172800,"\"Ab MFK\"",4,Schaltgetriebe
